REGIONE;ANNO;STRUTTURA;Totale valore della produzione (A); 	   Totale costi della produzione (B);Totale proventi e oneri finanziari (C); 	   Totale rettifiche di valore di attivita' finanziarie (D);Totale proventi e oneri straordinari (E); 	   Totale imposte e tasse;RISULTATO DI ESERCIZIO
VALLE D'AOSTA;2009;ACCENTRATA REGIONALE;27647;24834;0;0;0;0;2813
VALLE D'AOSTA;2009;AOSTA;270032;265105;157;0;933;8013;-1996
VALLE D'AOSTA;2009;CONSOLIDATO REGIONALE;297679;289939;157;0;933;8013;817
VALLE D'AOSTA;2010;ACCENTRATA REGIONALE;19584;26590;0;0;0;0;-7006
VALLE D'AOSTA;2010;AOSTA;286466;279179;110;0;1000;8270;127
VALLE D'AOSTA;2010;CONSOLIDATO REGIONALE;306050;305769;110;0;1000;8270;-6879
EMILIA ROMAGNA;2002;A.O. ARCISPEDALE S. ANNA;184937;189265;-638;0;1621;7481;-10826
EMILIA ROMAGNA;2002;ASL PIACENZA;411528;425255;-462;0;-1071;9890;-25150
EMILIA ROMAGNA;2002;ASL PARMA;560209;559070;-743;0;-4604;6833;-11041
EMILIA ROMAGNA;2002;ASL REGGIO EMILIA;611612;600347;-471;-77;-136;10568;13
EMILIA ROMAGNA;2002;ASL MODENA;853565;838604;-880;0;-919;15931;-2769
EMILIA ROMAGNA;2002;ASL BOLOGNA SUD;321340;324218;-390;0;1437;4430;-6261
EMILIA ROMAGNA;2002;ASL IMOLA;186253;187783;-570;0;1183;5073;-5990
EMILIA ROMAGNA;2002;ASL BOLOGNA NORD;262810;266907;-368;0;5914;5631;-4182
EMILIA ROMAGNA;2002;ASL BOLOGNA;743977;758304;-2425;0;7000;14777;-24529
EMILIA ROMAGNA;2002;ASL FERRARA;510763;524425;-297;0;-1826;9478;-25263
EMILIA ROMAGNA;2002;ASL RAVENNA;550779;568124;-2061;0;3761;14123;-29768
EMILIA ROMAGNA;2002;ASL FORLI';267934;271655;59;0;181;7000;-10481
EMILIA ROMAGNA;2002;ASL CESENA;286369;283570;-946;0;-3309;7409;-8865
EMILIA ROMAGNA;2002;ASL RIMINI;394456;387179;-655;0;2847;9497;-28
EMILIA ROMAGNA;2002;AZIENDA OSPEDALIERA DI MODENA;220055;216757;-901;0;2978;6875;-1500
EMILIA ROMAGNA;2002;A.O. POL. S. ORSOLA-MALPIGHI;362206;383313;-1805;0;19464;13859;-17307
EMILIA ROMAGNA;2002;A.O. ARCISPEDALE SANTA MARIA NUOVA;174246;169891;-168;0;2824;7001;10
EMILIA ROMAGNA;2002;AZIENDA OSPEDALIERA DI PARMA;254841;248825;-1021;0;3268;8948;-685
EMILIA ROMAGNA;2003;ACCENTRATA REGIONALE;59251;59251;0;0;0;0;0
EMILIA ROMAGNA;2003;ISTITUTI ORTOPEDICI RIZZOLI;95443;99878;-100;0;-74;4040;-8649
EMILIA ROMAGNA;2003;A.O. ARCISPEDALE S. ANNA;199940;196918;-646;0;429;7458;-4653
EMILIA ROMAGNA;2003;ASL PIACENZA;426032;436028;-167;0;-2208;10071;-22442
EMILIA ROMAGNA;2003;ASL PARMA;582651;577189;-641;0;-261;6823;-2263
EMILIA ROMAGNA;2003;ASL REGGIO EMILIA;636362;630934;-444;-148;6089;10726;199
EMILIA ROMAGNA;2003;ASL MODENA;879188;870746;-916;0;2118;16404;-6760
EMILIA ROMAGNA;2003;ASL BOLOGNA SUD;331163;343422;-241;0;2077;4458;-14881
EMILIA ROMAGNA;2003;ASL IMOLA;197888;205539;-308;0;8024;5013;-4948
EMILIA ROMAGNA;2003;ASL BOLOGNA NORD;270247;284614;-446;0;4630;5665;-15848
EMILIA ROMAGNA;2003;ASL BOLOGNA;769768;797006;-2636;0;8052;14854;-36676
EMILIA ROMAGNA;2003;ASL FERRARA;526684;542849;-1433;0;-108;9202;-26908
EMILIA ROMAGNA;2003;ASL RAVENNA;570561;592909;-1777;-8;2723;14380;-35790
EMILIA ROMAGNA;2003;ASL FORLI';277964;278664;-102;0;2184;7100;-5718
EMILIA ROMAGNA;2003;ASL CESENA;295918;299161;-919;0;1527;7655;-10290
EMILIA ROMAGNA;2003;ASL RIMINI;411015;406830;-1432;-8;6336;9281;-200
EMILIA ROMAGNA;2003;AZIENDA OSPEDALIERA DI MODENA;233956;227541;-677;0;6;7231;-1487
EMILIA ROMAGNA;2003;A.O. POL. S. ORSOLA-MALPIGHI;386530;401838;-1058;0;1588;13563;-28341
EMILIA ROMAGNA;2003;A.O. ARCISPEDALE SANTA MARIA NUOVA;183304;176190;-301;0;336;7128;21
EMILIA ROMAGNA;2003;AZIENDA OSPEDALIERA DI PARMA;260841;250969;-1007;0;406;9348;-77
EMILIA ROMAGNA;2003;CONSOLIDATO REGIONALE;6378004;6400186;-15151;-164;44148;166337;-159686
EMILIA ROMAGNA;2001;AO ARCISPEDALE S. ANNA;177967;177205;-421;0;398;6977;-6238
EMILIA ROMAGNA;2001;ASL PIACENZA;400444;403848;-754;0;-2480;9603;-16241
EMILIA ROMAGNA;2001;ASL PARMA;533015;524906;-718;0;-810;6608;-27
EMILIA ROMAGNA;2001;ASL REGGIO EMILIA;576643;565366;-54;-29;-1035;10140;19
EMILIA ROMAGNA;2001;ASL MODENA;799050;790326;-1206;-177;7620;14990;-29
EMILIA ROMAGNA;2001;ASL BOLOGNA SUD;301605;299758;-267;0;2654;4234;0
EMILIA ROMAGNA;2001;ASL IMOLA;175694;172903;-1115;0;-456;4768;-3548
EMILIA ROMAGNA;2001;ASL BOLOGNA NORD;248691;245459;-368;0;2329;5191;2
EMILIA ROMAGNA;2001;ASL BOLOGNA;713522;715111;-2498;0;4089;14376;-14374
EMILIA ROMAGNA;2001;ASL FERRARA;494180;495953;-1714;0;750;8862;-11599
EMILIA ROMAGNA;2001;ASL RAVENNA;525662;535832;-1848;0;4975;13462;-20505
EMILIA ROMAGNA;2001;ASL FORLI';264204;265182;-329;0;-3580;6973;-11860
EMILIA ROMAGNA;2001;ASL CESENA;269371;263219;-1079;0;1726;6797;2
EMILIA ROMAGNA;2001;ASL RIMINI;375708;366719;-620;0;92;8461;0
EMILIA ROMAGNA;2001;AO DI MODENA;207971;200800;-971;0;341;6700;-159
EMILIA ROMAGNA;2001;AO POL. S. ORSOLA-MALPIGHI;350154;351693;-1787;0;6587;13301;-10040
EMILIA ROMAGNA;2001;AO ARCISPEDALE SANTA MARIA NUOVA;164088;159824;-100;0;2601;6749;16
EMILIA ROMAGNA;2001;AZIENDA OSPEDALIERA DI PARMA;241523;233605;-1356;0;1869;8553;-122
EMILIA ROMAGNA;2006;ACCENTRATA REGIONALE;364973;68898;0;0;0;0;296075
EMILIA ROMAGNA;2006;ISTITUTI ORTOPEDICI RIZZOLI;118666;120710;-427;0;512;4325;-6284
EMILIA ROMAGNA;2006;AZ. OSP. ARCISPEDALE S. ANNA;234434;240952;-2134;0;1537;8947;-16062
EMILIA ROMAGNA;2006;PIACENZA;488458;512662;-1012;0;-701;12115;-38032
EMILIA ROMAGNA;2006;PARMA;671946;672812;-1977;0;-1153;8218;-12214
EMILIA ROMAGNA;2006;REGGIO EMILIA;759531;755421;-1267;863;1934;13640;-8000
EMILIA ROMAGNA;2006;MODENA;1043121;1088749;-3867;0;1645;20744;-68594
EMILIA ROMAGNA;2006;BOLOGNA;1472937;1533048;-5965;0;-6819;30770;-103665
EMILIA ROMAGNA;2006;IMOLA;240668;250224;-533;0;-147;5700;-15936
EMILIA ROMAGNA;2006;ARCISPEDALE SANTA MARIA NUOVA;213064;215952;-939;0;5123;9063;-7767
EMILIA ROMAGNA;2006;AZIENDA OSP. POL. S. ORSOLA-MALPIGHI;453717;483194;-1679;0;-478;16341;-47975
EMILIA ROMAGNA;2006;FERRARA;598597;637514;-2233;0;-4776;11184;-57110
EMILIA ROMAGNA;2006;RAVENNA;656477;682696;-4749;0;3888;18066;-45146
EMILIA ROMAGNA;2006;FORLI`;325686;334605;-1094;0;-700;8027;-18740
EMILIA ROMAGNA;2006;CESENA;345683;354798;-1931;0;-4434;9005;-24485
EMILIA ROMAGNA;2006;RIMINI;479008;474562;-2404;0;2339;11282;-6901
EMILIA ROMAGNA;2006;AZIENDA OSPEDALIERA DI MODENA;263944;268457;-1390;0;4051;8037;-9889
EMILIA ROMAGNA;2006;AZIENDA OSPEDALIERA DI PARMA;303228;305574;-3128;0;4181;10284;-11577
EMILIA ROMAGNA;2006;CONSOLIDATO REGIONALE;7650767;7615698;-36724;863;4018;205510;-202284
EMILIA ROMAGNA;2007;ACCENTRATA REGIONALE;85484;85484;0;0;0;0;0
EMILIA ROMAGNA;2007;ISTITUTI ORTOPEDICI RIZZOLI;133181;129278;-951;0;1317;4301;-32
EMILIA ROMAGNA;2007;AZ. OSP. ARCISPEDALE S. ANNA;263276;255267;-2440;-2;-197;8261;-2891
EMILIA ROMAGNA;2007;PIACENZA;535970;534068;-1624;0;900;11714;-10536
EMILIA ROMAGNA;2007;PARMA;717999;711813;-2235;0;-1651;8107;-5807
EMILIA ROMAGNA;2007;REGGIO EMILIA;817776;808230;-2839;0;-2287;12593;-8173
EMILIA ROMAGNA;2007;MODENA;1149821;1150045;-5931;0;4322;19570;-21403
EMILIA ROMAGNA;2007;BOLOGNA;1630024;1606576;-12664;0;-4696;28532;-22444
EMILIA ROMAGNA;2007;IMOLA;265469;264973;-579;0;1930;5557;-3710
EMILIA ROMAGNA;2007;ARCISPEDALE SANTA MARIA NUOVA;229810;230525;-1612;0;2923;8461;-7865
EMILIA ROMAGNA;2007;AZIENDA OSP. POL. S. ORSOLA-MALPIGHI;499098;495120;-2916;0;739;15136;-13335
EMILIA ROMAGNA;2007;FERRARA;665594;661524;-2701;0;-2818;10603;-12052
EMILIA ROMAGNA;2007;RAVENNA;719976;711137;-5803;0;4084;15655;-8535
EMILIA ROMAGNA;2007;FORLI`;367024;363248;-1180;0;-461;8362;-6227
EMILIA ROMAGNA;2007;CESENA;375959;370901;-2656;0;-772;9114;-7484
EMILIA ROMAGNA;2007;RIMINI;512765;508692;-2138;0;2499;11034;-6600
EMILIA ROMAGNA;2007;AZIENDA OSPEDALIERA DI MODENA;271780;273647;-1777;0;1464;7590;-9770
EMILIA ROMAGNA;2007;AZIENDA OSPEDALIERA DI PARMA;323922;328421;-3287;0;6148;10526;-12164
EMILIA ROMAGNA;2007;CONSOLIDATO REGIONALE;8053602;7972956;-53333;-2;22048;195123;-145764
EMILIA ROMAGNA;2004;ACCENTRATA REGIONALE;63834;63834;0;0;0;0;0
EMILIA ROMAGNA;2004;ISTITUTI ORTOPEDICI RIZZOLI;98663;107575;-181;0;923;4158;-12328
EMILIA ROMAGNA;2004;A.O. ARCISPEDALE S. ANNA;210607;221872;-860;0;906;7786;-19005
EMILIA ROMAGNA;2004;ASL PIACENZA;444575;477933;-621;0;-2960;10812;-47751
EMILIA ROMAGNA;2004;ASL PARMA;609037;630826;-756;0;881;7448;-29112
EMILIA ROMAGNA;2004;ASL REGGIO EMILIA;666316;668945;-800;-171;677;11452;-14375
EMILIA ROMAGNA;2004;ASL MODENA;916072;950366;-1094;0;3322;17455;-49521
EMILIA ROMAGNA;2004;ASL BOLOGNA;1334269;1430679;-3097;0;-9931;26438;-135876
EMILIA ROMAGNA;2004;ASL IMOLA;219624;229341;-454;0;3391;5293;-12073
EMILIA ROMAGNA;2004;A.O. ARCISPEDALE SANTA MARIA NUOVA;196599;196173;-571;0;-3582;7567;-11294
EMILIA ROMAGNA;2004;A.O. POL. S. ORSOLA-MALPIGHI;408505;443507;-1174;0;-5756;14851;-56783
EMILIA ROMAGNA;2004;ASL FERRARA;544888;585342;-1468;0;-2336;9815;-54073
EMILIA ROMAGNA;2004;ASL RAVENNA;597720;648189;-3015;0;-7794;13468;-74746
EMILIA ROMAGNA;2004;ASL FORLI';295482;309441;-402;0;1049;7520;-20832
EMILIA ROMAGNA;2004;ASL CESENA;312547;321715;-968;0;-7717;8850;-26703
EMILIA ROMAGNA;2004;ASL RIMINI;431449;433812;-1406;-86;-592;9783;-14230
EMILIA ROMAGNA;2004;AZIENDA OSPEDALIERA DI MODENA;247990;250175;-999;0;-4373;7859;-15416
EMILIA ROMAGNA;2004;AZIENDA OSPEDALIERA DI PARMA;278900;269390;-1467;0;823;9339;-473
EMILIA ROMAGNA;2004;CONSOLIDATO REGIONALE;6629718;6939467;-19152;-257;-33300;175713;-538171
EMILIA ROMAGNA;2005;ACCENTRATA REGIONALE;69235;69235;0;0;0;0;0
EMILIA ROMAGNA;2005;ISTITUTI ORTOPEDICI RIZZOLI;113333;115031;-282;0;5442;3896;-434
EMILIA ROMAGNA;2005;AZ. OSP. ARCISPEDALE S. ANNA;236945;233502;-826;0;3484;7901;-1800
EMILIA ROMAGNA;2005;PIACENZA;497848;495943;-740;0;330;10937;-9442
EMILIA ROMAGNA;2005;PARMA;659281;652763;-1016;0;-3137;8086;-5721
EMILIA ROMAGNA;2005;REGGIO EMILIA;722321;717867;-1048;0;1751;11837;-6680
EMILIA ROMAGNA;2005;MODENA;1010209;1002198;-1468;0;994;17379;-9842
EMILIA ROMAGNA;2005;BOLOGNA;1500855;1489252;-3215;0;3442;26687;-14857
EMILIA ROMAGNA;2005;IMOLA;243945;243354;-284;0;1952;5418;-3159
EMILIA ROMAGNA;2005;ARCISPEDALE SANTA MARIA NUOVA;206042;205327;-725;0;350;7759;-7419
EMILIA ROMAGNA;2005;AZIENDA OSP. POL. S. ORSOLA-MALPIGHI;477189;474878;-752;0;1990;14724;-11175
EMILIA ROMAGNA;2005;FERRARA;622645;615129;-1398;0;-1166;10539;-5587
EMILIA ROMAGNA;2005;RAVENNA;668128;666647;-4265;-11;7862;14540;-9473
EMILIA ROMAGNA;2005;FORLI`;318937;318608;-770;0;3638;7684;-4487
EMILIA ROMAGNA;2005;CESENA;351346;342459;-853;-11;-4989;8747;-5713
EMILIA ROMAGNA;2005;RIMINI;463845;461604;-1057;-11;2576;10271;-6522
EMILIA ROMAGNA;2005;AZIENDA OSPEDALIERA DI MODENA;266039;266337;-820;0;474;7541;-8185
EMILIA ROMAGNA;2005;AZIENDA OSPEDALIERA DI PARMA;297636;297718;-1708;0;781;9796;-10805
EMILIA ROMAGNA;2005;CONSOLIDATO REGIONALE;7397758;7332634;-21227;-33;-21385;183732;-161253
EMILIA ROMAGNA;2008;ACCENTRATA REGIONALE;134357;108367;0;0;0;0;25990
EMILIA ROMAGNA;2008;ISTITUTI ORTOPEDICI RIZZOLI;137935;133651;-1023;0;1446;4523;184
EMILIA ROMAGNA;2008;AZ. OSP. ARCISPEDALE S. ANNA;268682;261118;-2685;1;1597;8580;-2103
EMILIA ROMAGNA;2008;PIACENZA;555726;546279;-1753;-5;-1333;12173;-5817
EMILIA ROMAGNA;2008;PARMA;757616;748770;-2054;-1;-152;8627;-1988
EMILIA ROMAGNA;2008;REGGIO EMILIA;859059;845558;-4041;-117;2322;13713;-2048
EMILIA ROMAGNA;2008;MODENA;1213487;1202498;-5775;0;7338;20330;-7778
EMILIA ROMAGNA;2008;BOLOGNA;1694825;1662159;-11727;0;-1983;29777;-10821
EMILIA ROMAGNA;2008;IMOLA;283851;280345;-887;0;1974;6022;-1429
EMILIA ROMAGNA;2008;ARCISPEDALE SANTA MARIA NUOVA;246898;239671;-1999;0;711;9130;-3191
EMILIA ROMAGNA;2008;AZIENDA OSP. POL. S. ORSOLA-MALPIGHI;520397;511640;-4371;0;2043;15851;-9422
EMILIA ROMAGNA;2008;FERRARA;694289;681710;-4464;0;-1613;10930;-4428
EMILIA ROMAGNA;2008;RAVENNA;752256;738139;-6298;0;4578;16767;-4370
EMILIA ROMAGNA;2008;FORLI`;392214;385107;-2492;0;1216;9400;-3569
EMILIA ROMAGNA;2008;CESENA;396621;388284;-3145;0;1091;9678;-3395
EMILIA ROMAGNA;2008;RIMINI;547947;535925;-3446;0;1360;12017;-2081
EMILIA ROMAGNA;2008;AZIENDA OSPEDALIERA DI MODENA;280328;277930;-2497;0;1535;7661;-6225
EMILIA ROMAGNA;2008;AZIENDA OSPEDALIERA DI PARMA;348723;342237;-5277;0;1056;11028;-8763
EMILIA ROMAGNA;2008;CONSOLIDATO REGIONALE;8500898;8308397;-63925;-122;26498;206207;-51255
EMILIA ROMAGNA;2009;ACCENTRATA REGIONALE;132341;102745;0;0;-28461;0;1135
EMILIA ROMAGNA;2009;ISTITUTI ORTOPEDICI RIZZOLI;143486;139964;-434;0;1733;4624;197
EMILIA ROMAGNA;2009;AZ. OSP. ARCISPEDALE S. ANNA;275288;268527;-1051;1;1;8845;-3133
EMILIA ROMAGNA;2009;PIACENZA;569759;564524;-1817;0;1698;12550;-7434
EMILIA ROMAGNA;2009;PARMA;791300;784941;-679;1;-344;9035;-3698
EMILIA ROMAGNA;2009;REGGIO EMILIA;902003;890812;-4033;-44;598;13822;-6110
EMILIA ROMAGNA;2009;MODENA;1277611;1259682;-5814;-1627;-747;20612;-10871
EMILIA ROMAGNA;2009;BOLOGNA;1740304;1723682;-4388;0;-8184;29712;-25662
EMILIA ROMAGNA;2009;IMOLA;277534;278401;-480;0;2963;5936;-4320
EMILIA ROMAGNA;2009;ARCISPEDALE SANTA MARIA NUOVA;261426;256918;-1197;0;554;9643;-5778
EMILIA ROMAGNA;2009;AZIENDA OSP. POL. S. ORSOLA-MALPIGHI;530576;523617;-4169;0;4364;16280;-9126
EMILIA ROMAGNA;2009;FERRARA;714895;698467;-2949;0;-8636;11368;-6525
EMILIA ROMAGNA;2009;RAVENNA;768985;766373;-3296;0;8274;16796;-9206
EMILIA ROMAGNA;2009;FORLI`;427875;421587;-2942;0;-5474;9881;-12009
EMILIA ROMAGNA;2009;CESENA;427189;421164;-1536;0;-2255;10181;-7947
EMILIA ROMAGNA;2009;RIMINI;573210;565885;-1854;0;1765;12514;-5278
EMILIA ROMAGNA;2009;AZIENDA OSPEDALIERA DI MODENA;283766;284823;-1713;0;714;7796;-9852
EMILIA ROMAGNA;2009;AZIENDA OSPEDALIERA DI PARMA;361198;355885;-3209;0;-1467;11475;-10838
EMILIA ROMAGNA;2009;CONSOLIDATO REGIONALE;8779690;8637534;-41561;-1669;-24311;211070;-136455
EMILIA ROMAGNA;2010;ACCENTRATA REGIONALE;113245;91711;0;0;-2460;0;19074
EMILIA ROMAGNA;2010;ISTITUTI ORTOPEDICI RIZZOLI;149785;145900;-196;0;2098;4804;983
EMILIA ROMAGNA;2010;AZ. OSP. ARCISPEDALE S. ANNA;278083;271278;-566;-1;-204;9027;-2993
EMILIA ROMAGNA;2010;PIACENZA;584226;575387;-2431;0;134;12770;-6228
EMILIA ROMAGNA;2010;PARMA;810233;803103;-358;0;953;9475;-1750
EMILIA ROMAGNA;2010;REGGIO EMILIA;921794;911472;-3830;0;2718;14358;-5148
EMILIA ROMAGNA;2010;MODENA;1300392;1286645;-6609;0;792;20367;-12437
EMILIA ROMAGNA;2010;BOLOGNA;1770905;1754998;-4212;0;181;30293;-18417
EMILIA ROMAGNA;2010;IMOLA;281357;281240;-463;0;1799;6162;-4709
EMILIA ROMAGNA;2010;ARCISPEDALE SANTA MARIA NUOVA;270518;264404;-972;0;455;9816;-4219
EMILIA ROMAGNA;2010;AZIENDA OSP. POL. S. ORSOLA-MALPIGHI;542646;535945;-1544;0;1935;16408;-9316
EMILIA ROMAGNA;2010;FERRARA;725145;715645;-1907;0;-1912;11842;-6161
EMILIA ROMAGNA;2010;RAVENNA;800998;790587;-2687;0;926;16724;-8074
EMILIA ROMAGNA;2010;FORLI`;435792;425723;-3556;0;-2692;9522;-5701
EMILIA ROMAGNA;2010;CESENA;450334;444514;-1301;0;-2244;10515;-8240
EMILIA ROMAGNA;2010;RIMINI;621877;620709;-1170;0;6136;13650;-7516
EMILIA ROMAGNA;2010;AZIENDA OSPEDALIERA DI MODENA;280838;281413;-1622;0;349;7965;-9813
EMILIA ROMAGNA;2010;AZIENDA OSPEDALIERA DI PARMA;363831;359122;-1942;0;-926;11533;-9692
EMILIA ROMAGNA;2010;CONSOLIDATO REGIONALE;8994796;8846591;-35366;-1;2036;215231;-100357
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI BERGAMO;1009100;1021795;-1205;0;307;4332;-17925
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI BRESCIA;1161774;1189030;-1561;0;287;4141;-32671
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI COMO;593742;597270;-615;0;-147;2390;-6680
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI CREMONA;417135;422449;-579;0;40;1554;-7407
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI LECCO;331333;332138;-333;0;156;1786;-2768
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI LODI;237266;238312;-96;0;-266;1463;-2871
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI MANTOVA;466353;470524;-408;0;1776;3143;-5946
LOMBARDIA;2002;A.S.L. DELLA CITTA' DI MILANO;1604848;1634723;-1016;0;-2921;6266;-40078
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI MILANO 1;930934;946056;-498;0;-650;3181;-19451
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI MILANO 2;512830;534904;-290;0;-2347;1843;-26554
LOMBARDIA;2002;A.O.MACCHI-VA;260035;249352;-393;0;313;10603;0
LOMBARDIA;2002;A.O.S.ANTONIO ABATE-GALLARATE;109503;105799;-177;0;-163;4732;-1368
LOMBARDIA;2002;A.O.OSPEDALE DI CIRCOLO-BUSTO ARSIZIO;221688;214442;-403;0;1360;9282;-1079
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI VARESE;860764;880080;-4;0;-3184;3424;-25928
LOMBARDIA;2002;A.O.M.MELLINI-CHIARI;90125;87599;-470;0;-324;3660;-1928
LOMBARDIA;2002;A.O.DESENZANO DEL GARDA-DESENZ.DEL GARDA;159236;155336;-846;0;4071;7125;0
LOMBARDIA;2002;A.O.ISTITUTI OSPITALIERI-CREMONA;170445;163877;-463;0;1203;7308;0
LOMBARDIA;2002;A.O.OSPEDALE MAGGIORE-CREMA;90578;92022;-52;0;99;3942;-5339
LOMBARDIA;2002;A.O.S.ANNA-COMO;241930;233339;-391;0;1403;10263;-660
LOMBARDIA;2002;A.O.OSPEDALE DI CIRCOLO-LECCO;194551;188029;-1209;0;-334;7978;-2999
LOMBARDIA;2002;A.O.E.MORELLI-SONDALO;67566;63482;-87;0;-893;3104;0
LOMBARDIA;2002;A.O.OSPEDALI RIUNITI-BERGAMO;274680;273358;-873;0;58;11063;-10556
LOMBARDIA;2002;A.O.OSPEDALE TREVIGLIO E CARAVAGGIO;138346;132250;-351;0;-79;5666;0
LOMBARDIA;2002;A.O.BOLOGNINI-SERIATE;143212;136689;-470;0;629;6682;0
LOMBARDIA;2002;A.O.ISTITUTI OSPITALIERI C.POMA-MANTOVA;292221;280257;-573;0;273;11664;0
LOMBARDIA;2002;A.O.L.SACCO-MI;154344;154459;-101;0;-241;5099;-5556
LOMBARDIA;2002;A.O.OSPEDALE NIGUARDA CA' GRANDA-MI;357033;339219;-2863;0;-1806;13145;0
LOMBARDIA;2002;A.O.I.C.P.-MI;210491;202797;-1644;-39;833;9125;-2281
LOMBARDIA;2002;A.O.F.B.F.-MI;129813;129635;-630;0;10;6367;-6809
LOMBARDIA;2002;A.O.S.PAOLO-MI;123737;121241;-796;0;1232;4862;-1930
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI MILANO 3;1029475;1060694;-468;0;7136;3175;-27726
LOMBARDIA;2002;A.O.S.CARLO-MI;133227;133722;-914;0;-652;6457;-8518
LOMBARDIA;2002;A.O.OSPEDALE CIVILE-LEGNANO;263353;257103;-357;0;-712;11558;-6377
LOMBARDIA;2002;A.O.G.SALVINI-GARBAGNATE;229889;220816;-819;0;-2263;11146;-5155
LOMBARDIA;2002;A.O.OSPEDALE DI CIRCOLO-MELEGNANO;162306;164496;-577;0;-2108;7664;-12539
LOMBARDIA;2002;A.O.OSPEDALE CIVILE-VIMERCATE;272464;262162;-618;0;1397;11081;0
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI PAVIA;603931;606204;-1496;0;569;2583;-5783
LOMBARDIA;2002;A.O. DELLA PROVINCIA DI LODI;154005;148422;-162;0;1029;6450;0
LOMBARDIA;2002;A.O. DELLA PROVINCIA DI PAVIA;198360;191203;-14;0;694;7837;0
LOMBARDIA;2002;A.S.L. DELLA PROVINCIA DI SONDRIO;257091;256224;-520;0;796;6822;-5679
LOMBARDIA;2002;A.O.SPEDALI CIVILI-BRESCIA;427301;413664;-571;0;4278;17344;0
LOMBARDIA;2002;A.S.L. DELLA VALTELLINA;135169;134460;-243;0;285;3087;-2336
LOMBARDIA;2002;A.O.S.GERARDO DEI TINTORI-MONZA;253173;243867;-298;7;1817;10832;0
LOMBARDIA;2002;A.O.G. PINI-MI;78936;80409;-38;0;3710;3518;-1319
LOMBARDIA;2003;ACCENTRATA REGIONALE;773323;781604;0;0;62189;0;53908
LOMBARDIA;2003;INRCA - CASATENOVO;5853;6162;-15;0;71;283;-536
LOMBARDIA;2003;MAGGIORE POLICLINICO;171092;195634;-263;0;14974;9989;-19820
LOMBARDIA;2003;ISTITUTO NAZIONALE PER LA CURA TUMORI;133811;154139;-1623;0;1302;6679;-27328
LOMBARDIA;2003;ISTITUTO NEUROLOGICO C. BESTA;55948;56018;-18;0;269;2225;-2044
LOMBARDIA;2003;OSPEDALE POLICLINICO S. MATTEO;262955;255937;-304;0;-1196;9217;-3699
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI BERGAMO;1024616;1018617;-914;0;-1162;3923;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI BRESCIA;1212628;1206084;-1591;0;-530;4423;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI COMO;599072;594840;-677;0;-1127;2428;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI CREMONA;432486;430358;-528;0;-12;1588;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI LECCO;337564;335263;-389;0;-107;1805;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI LODI;250895;248853;-89;0;-444;1509;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI MANTOVA;488474;483489;-232;0;-1652;3101;0
LOMBARDIA;2003;A.S.L. DELLA CITTA' DI MILANO;1663233;1656099;-1458;0;728;6404;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI MILANO 1;958259;952371;-965;0;-1498;3425;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI MILANO 2;539929;537076;-55;0;-866;1932;0
LOMBARDIA;2003;A.O.MACCHI-VA;275446;261979;-476;0;-1975;11016;0
LOMBARDIA;2003;A.O.S.ANTONIO ABATE-GALLARATE;114848;108099;-264;0;-1269;5216;0
LOMBARDIA;2003;A.O.OSPEDALE DI CIRCOLO-BUSTO ARSIZIO;227863;215206;-389;0;-2486;9782;0
LOMBARDIA;2003;A.S.L. DELLA PROVINCIA DI VARESE;888336;884606;-613;0;391;3508;0
LOMBARDIA;2003;A.O.M.MELLINI-CHIARI;94836;88928;-381;0;-1598;3929;0
LOMBARDIA;2003;A.O.DESENZANO DEL GARDA-DESENZ.DEL GARDA;165829;156545;-641;0;-1700;6943;0
LOMBARDIA;2003;A.O.ISTITUTI OSPITALIERI-CREMONA;174869;165949;-308;0;-1156;7456;0
LOMBARDIA;2003;A.O.OSPEDALE MAGGIORE-CREMA;98585;93197;-19;0;-1213;4156;0
LOMBARDIA;2003;A.O.S.ANNA-COMO;247678;234183;-551;0;-2529;10415;0
LOMBARDIA;2003;A.O.OSPEDALE DI CIRCOLO-LECCO;195203;187825;-982;0;1579;7975;0
